,Cat.Sel,Group.Description,Desc,Qty,RCV,group_1,group_2,group_3,buildarchtype
213,MSD.AV,Bath4,"Mirror - 1/4"" plate glass",6,134.86,Bath4,basement,Full Bath,R_1-L-BD-CU
214,CAB.MC+,Bath4,Medicine cabinet - High grade,1,348.2,Bath4,basement,Full Bath,R_1-L-BD-CU
215,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,0.75,590.16,Bath4,basement,Full Bath,R_1-L-BD-CU
216,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,0.75,590.16,Bath4,basement,Full Bath,R_1-L-BD-CU
217,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,0.25,196.71,Bath4,basement,Full Bath,R_1-L-BD-CU
218,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,0.25,196.71,Bath4,basement,Full Bath,R_1-L-BD-CU
219,PLM.TLTS+,Bath4,Toilet seat - High grade,1,94.43,Bath4,basement,Full Bath,R_1-L-BD-CU
220,PLM.TLT+,Bath4,Toilet - High grade,1,891.81,Bath4,basement,Full Bath,R_1-L-BD-CU
221,PLM.TUB+,Bath4,Bathtub - High grade,1,1359.69,Bath4,basement,Full Bath,R_1-L-BD-CU
222,MSD.TUBDR+,Bath4,Bathtub enclosure - sliding glass doors - High grade,1,786.48,Bath4,basement,Full Bath,R_1-L-BD-CU
223,PLM.TSFAU+,Bath4,Tub/shower faucet - High grade,1,498.26,Bath4,basement,Full Bath,R_1-L-BD-CU
224,HVC.DCTFN3,Bath4,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath4,basement,Full Bath,R_1-L-BD-CU
225,HVC.BVENT+,Bath4,Bathroom ventilation fan - High grade,1,236.42,Bath4,basement,Full Bath,R_1-L-BD-CU
226,LIT.BAR3+,Bath4,Light bar - 3 lights - High grade,1,186.56,Bath4,basement,Full Bath,R_1-L-BD-CU
227,FNH.DORH+,Bath4,Door knob - interior - High grade,1,74.89,Bath4,basement,Full Bath,R_1-L-BD-CU
228,PNT.DOR,Bath4,Paint door slab only - 2 coats (per side),2,93.44,Bath4,basement,Full Bath,R_1-L-BD-CU
229,PNT.DORT,Bath4,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath4,basement,Full Bath,R_1-L-BD-CU
230,DOR.AV+,Bath4,Interior door unit - High grade,1,439.42,Bath4,basement,Full Bath,R_1-L-BD-CU
231,ELE.GFI,Bath4,Ground fault interrupter (GFI) outlet,1,44.4,Bath4,basement,Full Bath,R_1-L-BD-CU
232,CAB.VAN+,Bath4,Vanity - High grade,6,2298.74,Bath4,basement,Full Bath,R_1-L-BD-CU
233,CAB.CTSS+,Bath4,Countertop - solid surface - High grade,10,1163.88,Bath4,basement,Full Bath,R_1-L-BD-CU
234,PLM.FAUBA+,Bath4,Sink faucet - Bathroom - High grade,1,367.12,Bath4,basement,Full Bath,R_1-L-BD-CU
235,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,1.5,1180.32,Bath4,basement,Full Bath,R_1-L-BD-CU
236,PLM.RGHFIX,Bath4,Rough-in plumbing - per fixture,0.5,393.45,Bath4,basement,Full Bath,R_1-L-BD-CU
237,PLM.SNK+,Bath4,Sink - single - High grade,2,975.94,Bath4,basement,Full Bath,R_1-L-BD-CU
238,WPR.BORDR-,Bath4,Wallpaper border - Standard grade,10.2,32.06,Bath4,basement,Full Bath,R_1-L-BD-CU
239,WPR.AV-,Bath4,Wallpaper - Standard grade,91.8,237.95,Bath4,basement,Full Bath,R_1-L-BD-CU
240,PNT.S,Bath4,Seal the surface area w/latex based stain blocker - one coat,91.8,69.39,Bath4,basement,Full Bath,R_1-L-BD-CU
241,PNT.SP,Bath4,Seal/prime (1 coat) then paint (1 coat) the surface area,114.75,134.96,Bath4,basement,Full Bath,R_1-L-BD-CU
242,PNL.AV,Bath4,Paneling,22.95,103.55,Bath4,basement,Full Bath,R_1-L-BD-CU
243,DRY.1/2+,Bath4,"1/2"" drywall - hung, taped, heavy texture, ready for paint",229.5,925.34,Bath4,basement,Full Bath,R_1-L-BD-CU
244,PNT.BS,Bath4,Stain & finish baseboard,25.5,46.21,Bath4,basement,Full Bath,R_1-L-BD-CU
245,FNC.B3+,Bath4,"Baseboard - 3 1/4"" stain grade",25.5,173.8,Bath4,basement,Full Bath,R_1-L-BD-CU
246,DRY.1/2+,Bath4,"1/2"" drywall - hung, taped, heavy texture, ready for paint",38.51,155.27,Bath4,basement,Full Bath,R_1-L-BD-CU
247,PNT.S,Bath4,Seal the surface area w/latex based stain blocker - one coat,38.51,29.12,Bath4,basement,Full Bath,R_1-L-BD-CU
248,PNT.P,Bath4,Paint the surface area - one coat,38.51,31.89,Bath4,basement,Full Bath,R_1-L-BD-CU
249,FCT.AV++,Bath4,Tile floor covering - Premium grade,7.7,160.32,Bath4,basement,Full Bath,R_1-L-BD-CU
250,FCW.FIN,Bath4,Sand & finish wood floor (natural finish),15.41,66.21,Bath4,basement,Full Bath,R_1-L-BD-CU
251,FCW.AV+,Bath4,Oak flooring - select grade - no finish,15.41,182.15,Bath4,basement,Full Bath,R_1-L-BD-CU
252,FCC.PAD+,Bath4,Carpet pad - High grade,17.72,21.69,Bath4,basement,Full Bath,R_1-L-BD-CU
253,FCC.AV++,Bath4,Carpet - Premium grade,17.72,196.28,Bath4,basement,Full Bath,R_1-L-BD-CU
254,ELE.OS,Bath3,Outlet,2,31.84,Bath3,main,1.5 Bath,R_1-L-BD-CU
255,ELE.GFI,Bath3,Ground fault interrupter (GFI) outlet,2,88.8,Bath3,main,1.5 Bath,R_1-L-BD-CU
256,MBL.WN,Bath3,Wall veneer panels - natural marble,96,9631.88,Bath3,main,1.5 Bath,R_1-L-BD-CU
257,TIL.BMUD,Bath3,Mortar bed for tile,96,1014.92,Bath3,main,1.5 Bath,R_1-L-BD-CU
258,FNH.TBAR+,Bath3,Towel bar - High grade,1,55.05,Bath3,main,1.5 Bath,R_1-L-BD-CU
259,PNT.SHW,Bath3,"Seal & paint wood shelving, 12""- 24"" width",15,79.92,Bath3,main,1.5 Bath,R_1-L-BD-CU
260,FNC.SH16,Bath3,"Shelving - 16"" - in place",15,207.91,Bath3,main,1.5 Bath,R_1-L-BD-CU
261,FNH.TR+,Bath3,Towel ring - High grade,1,51.83,Bath3,main,1.5 Bath,R_1-L-BD-CU
262,MSD.AV,Bath3,"Mirror - 1/4"" plate glass",6,134.86,Bath3,main,1.5 Bath,R_1-L-BD-CU
263,CAB.MC+,Bath3,Medicine cabinet - High grade,1,348.2,Bath3,main,1.5 Bath,R_1-L-BD-CU
264,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.75,590.16,Bath3,main,1.5 Bath,R_1-L-BD-CU
265,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.75,590.16,Bath3,main,1.5 Bath,R_1-L-BD-CU
266,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.25,196.71,Bath3,main,1.5 Bath,R_1-L-BD-CU
267,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.25,196.71,Bath3,main,1.5 Bath,R_1-L-BD-CU
268,PLM.TLTS+,Bath3,Toilet seat - High grade,1,94.43,Bath3,main,1.5 Bath,R_1-L-BD-CU
269,PLM.TLT+,Bath3,Toilet - High grade,1,891.81,Bath3,main,1.5 Bath,R_1-L-BD-CU
270,MSD.SDOR+,Bath3,Shower door - High grade,1,973,Bath3,main,1.5 Bath,R_1-L-BD-CU
271,PLM.SWRPAN>,Bath3,Shower pan - Large,1,284.59,Bath3,main,1.5 Bath,R_1-L-BD-CU
272,HVC.DCTFN3,Bath3,"Ductwork - flexible - non-insulated - 3"" round",10,78.84,Bath3,main,1.5 Bath,R_1-L-BD-CU
273,HVC.BVENT+,Bath3,Bathroom ventilation fan - High grade,1,236.42,Bath3,main,1.5 Bath,R_1-L-BD-CU
274,LIT.BAR4+,Bath3,Light bar - 4 lights - High grade,1,240.72,Bath3,main,1.5 Bath,R_1-L-BD-CU
275,FNH.DORH+,Bath3,Door knob - interior - High grade,1,74.89,Bath3,main,1.5 Bath,R_1-L-BD-CU
276,PNT.DOR,Bath3,Paint door slab only - 2 coats (per side),2,93.44,Bath3,main,1.5 Bath,R_1-L-BD-CU
277,PNT.DORT,Bath3,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bath3,main,1.5 Bath,R_1-L-BD-CU
278,DOR.AV+,Bath3,Interior door unit - High grade,1,439.42,Bath3,main,1.5 Bath,R_1-L-BD-CU
279,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.75,590.16,Bath3,main,1.5 Bath,R_1-L-BD-CU
280,PLM.JTFAU+,Bath3,Jetted tub faucet - High grade,1,466.19,Bath3,main,1.5 Bath,R_1-L-BD-CU
281,PLM.JT+,Bath3,Jetted tub - Acrylic - High grade,1,4560.91,Bath3,main,1.5 Bath,R_1-L-BD-CU
282,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.25,196.71,Bath3,main,1.5 Bath,R_1-L-BD-CU
283,CAB.VAN+,Bath3,Vanity - High grade,7,2681.87,Bath3,main,1.5 Bath,R_1-L-BD-CU
284,CAB.CTSS+,Bath3,Countertop - solid surface - High grade,12,1396.66,Bath3,main,1.5 Bath,R_1-L-BD-CU
285,PLM.FAUBA+,Bath3,Sink faucet - Bathroom - High grade,1,367.12,Bath3,main,1.5 Bath,R_1-L-BD-CU
286,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,1.5,1180.32,Bath3,main,1.5 Bath,R_1-L-BD-CU
287,PLM.RGHFIX,Bath3,Rough-in plumbing - per fixture,0.5,393.45,Bath3,main,1.5 Bath,R_1-L-BD-CU
288,PLM.SNK+,Bath3,Sink - single - High grade,2,975.94,Bath3,main,1.5 Bath,R_1-L-BD-CU
289,WPR.BORDR-,Bath3,Wallpaper border - Standard grade,14.13,44.42,Bath3,main,1.5 Bath,R_1-L-BD-CU
290,WPR.AV-,Bath3,Wallpaper - Standard grade,127.2,329.71,Bath3,main,1.5 Bath,R_1-L-BD-CU
291,PNT.S,Bath3,Seal the surface area w/latex based stain blocker - one coat,127.2,96.16,Bath3,main,1.5 Bath,R_1-L-BD-CU
292,PNT.SP,Bath3,Seal/prime (1 coat) then paint (1 coat) the surface area,159,186.98,Bath3,main,1.5 Bath,R_1-L-BD-CU
293,PNL.AV,Bath3,Paneling,31.8,143.49,Bath3,main,1.5 Bath,R_1-L-BD-CU
294,DRY.1/2+,Bath3,"1/2"" drywall - hung, taped, heavy texture, ready for paint",318,1282.18,Bath3,main,1.5 Bath,R_1-L-BD-CU
295,PNT.BS,Bath3,Stain & finish baseboard,35.33,64.03,Bath3,main,1.5 Bath,R_1-L-BD-CU
296,FNC.B3+,Bath3,"Baseboard - 3 1/4"" stain grade",35.33,240.81,Bath3,main,1.5 Bath,R_1-L-BD-CU
297,DRY.1/2+,Bath3,"1/2"" drywall - hung, taped, heavy texture, ready for paint",77.03,310.58,Bath3,main,1.5 Bath,R_1-L-BD-CU
298,PNT.S,Bath3,Seal the surface area w/latex based stain blocker - one coat,77.03,58.23,Bath3,main,1.5 Bath,R_1-L-BD-CU
299,PNT.P,Bath3,Paint the surface area - one coat,77.03,63.79,Bath3,main,1.5 Bath,R_1-L-BD-CU
300,FCT.AV++,Bath3,Tile floor covering - Premium grade,15.41,320.84,Bath3,main,1.5 Bath,R_1-L-BD-CU
301,FCW.FIN,Bath3,Sand & finish wood floor (natural finish),30.81,132.36,Bath3,main,1.5 Bath,R_1-L-BD-CU
302,FCW.AV+,Bath3,Oak flooring - select grade - no finish,30.81,364.18,Bath3,main,1.5 Bath,R_1-L-BD-CU
303,FCC.PAD+,Bath3,Carpet pad - High grade,35.43,43.36,Bath3,main,1.5 Bath,R_1-L-BD-CU
304,FCC.AV++,Bath3,Carpet - Premium grade,35.43,392.42,Bath3,main,1.5 Bath,R_1-L-BD-CU
305,ELE.OS,FamilyRoom,Outlet,11,175.17,FamilyRoom,main,Living Area,R_1-L-BD-CU
306,LIT.AV+,FamilyRoom,Light fixture - High grade,1,118.58,FamilyRoom,main,Living Area,R_1-L-BD-CU
307,WPR.BORDR-,FamilyRoom,Wallpaper border - Standard grade,23.6,74.19,FamilyRoom,main,Living Area,R_1-L-BD-CU
308,WPR.AV-,FamilyRoom,Wallpaper - Standard grade,212.4,550.54,FamilyRoom,main,Living Area,R_1-L-BD-CU
309,PNT.S,FamilyRoom,Seal the surface area w/latex based stain blocker - one coat,212.4,160.57,FamilyRoom,main,Living Area,R_1-L-BD-CU
310,PNT.SP,FamilyRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,265.5,312.23,FamilyRoom,main,Living Area,R_1-L-BD-CU
311,PNL.AV,FamilyRoom,Paneling,53.1,239.6,FamilyRoom,main,Living Area,R_1-L-BD-CU
312,DRY.1/2+,FamilyRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",531,2141,FamilyRoom,main,Living Area,R_1-L-BD-CU
313,FNC.1X6H,FamilyRoom,"Trim board - 1"" x 6"" - installed (hardwood - oak or =)",17.67,173.44,FamilyRoom,main,Living Area,R_1-L-BD-CU
314,FNC.1X12H,FamilyRoom,"Trim board - 1"" x 12"" - installed (hardwood - oak or =)",35.33,646.54,FamilyRoom,main,Living Area,R_1-L-BD-CU
315,PNT.CWN>,FamilyRoom,"Paint crown moulding, oversized - one coat",59,73.64,FamilyRoom,main,Living Area,R_1-L-BD-CU
316,FNC.CWN>+,FamilyRoom,"Crown moulding - 4 1/4"" stain grade",59,567.82,FamilyRoom,main,Living Area,R_1-L-BD-CU
317,PNT.BS,FamilyRoom,Stain & finish baseboard,59,106.91,FamilyRoom,main,Living Area,R_1-L-BD-CU
318,FNC.B3+,FamilyRoom,"Baseboard - 3 1/4"" stain grade",59,402.14,FamilyRoom,main,Living Area,R_1-L-BD-CU
319,DRY.1/2+,FamilyRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",295.6,1191.86,FamilyRoom,main,Living Area,R_1-L-BD-CU
320,PNT.S,FamilyRoom,Seal the surface area w/latex based stain blocker - one coat,295.6,223.47,FamilyRoom,main,Living Area,R_1-L-BD-CU
321,PNT.P,FamilyRoom,Paint the surface area - one coat,295.6,244.76,FamilyRoom,main,Living Area,R_1-L-BD-CU
322,FCT.AV++,FamilyRoom,Tile floor covering - Premium grade,41.81,870.48,FamilyRoom,main,Living Area,R_1-L-BD-CU
323,FCW.FIN,FamilyRoom,Sand & finish wood floor (natural finish),83.62,359.24,FamilyRoom,main,Living Area,R_1-L-BD-CU
324,FCW.AV+,FamilyRoom,Oak flooring - select grade - no finish,83.62,988.4,FamilyRoom,main,Living Area,R_1-L-BD-CU
325,FCC.PAD+,FamilyRoom,Carpet pad - High grade,96.17,117.71,FamilyRoom,main,Living Area,R_1-L-BD-CU
326,FCC.AV++,FamilyRoom,Carpet - Premium grade,96.17,1065.19,FamilyRoom,main,Living Area,R_1-L-BD-CU
327,ELE.SMOKE+,Bedroom,Smoke detector - High grade,1,104.51,Bedroom,main,Bedroom,R_1-L-BD-CU
328,PNT.SHW,Bedroom,"Seal & paint wood shelving, 12""- 24"" width",12,63.94,Bedroom,main,Bedroom,R_1-L-BD-CU
329,FNC.SH12,Bedroom,"Shelving - 12"" - in place",6,77.48,Bedroom,main,Bedroom,R_1-L-BD-CU
330,FNC.SH16,Bedroom,"Shelving - 16"" - in place",6,83.16,Bedroom,main,Bedroom,R_1-L-BD-CU
331,FNC.CLROD,Bedroom,Closet rod,6,34.2,Bedroom,main,Bedroom,R_1-L-BD-CU
332,ELE.OS,Bedroom,Outlet,8,127.4,Bedroom,main,Bedroom,R_1-L-BD-CU
333,LIT.AV+,Bedroom,Light fixture - High grade,1,118.58,Bedroom,main,Bedroom,R_1-L-BD-CU
334,FNH.DORH+,Bedroom,Door knob - interior - High grade,1,74.89,Bedroom,main,Bedroom,R_1-L-BD-CU
335,PNT.BF,Bedroom,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom,main,Bedroom,R_1-L-BD-CU
336,DOR.BF+,Bedroom,Bifold door set - Birch veneer - Double,1,521.19,Bedroom,main,Bedroom,R_1-L-BD-CU
337,PNT.DOR,Bedroom,Paint door slab only - 2 coats (per side),2,93.44,Bedroom,main,Bedroom,R_1-L-BD-CU
338,PNT.DORT,Bedroom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bedroom,main,Bedroom,R_1-L-BD-CU
339,DOR.AV+,Bedroom,Interior door unit - High grade,1,439.42,Bedroom,main,Bedroom,R_1-L-BD-CU
340,WPR.BORDR-,Bedroom,Wallpaper border - Standard grade,15.73,49.45,Bedroom,main,Bedroom,R_1-L-BD-CU
341,WPR.AV-,Bedroom,Wallpaper - Standard grade,141.6,367.04,Bedroom,main,Bedroom,R_1-L-BD-CU
342,PNT.S,Bedroom,Seal the surface area w/latex based stain blocker - one coat,141.6,107.05,Bedroom,main,Bedroom,R_1-L-BD-CU
343,PNT.SP,Bedroom,Seal/prime (1 coat) then paint (1 coat) the surface area,177,208.16,Bedroom,main,Bedroom,R_1-L-BD-CU
344,PNL.AV,Bedroom,Paneling,35.4,159.72,Bedroom,main,Bedroom,R_1-L-BD-CU
345,DRY.1/2+,Bedroom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",354,1427.32,Bedroom,main,Bedroom,R_1-L-BD-CU
346,PNT.CWN>,Bedroom,"Paint crown moulding, oversized - one coat",39.33,49.08,Bedroom,main,Bedroom,R_1-L-BD-CU
347,FNC.CWN>+,Bedroom,"Crown moulding - 4 1/4"" stain grade",39.33,378.51,Bedroom,main,Bedroom,R_1-L-BD-CU
348,PNT.BS,Bedroom,Stain & finish baseboard,39.33,71.27,Bedroom,main,Bedroom,R_1-L-BD-CU
349,FNC.B3+,Bedroom,"Baseboard - 3 1/4"" stain grade",39.33,268.07,Bedroom,main,Bedroom,R_1-L-BD-CU
350,DRY.1/2+,Bedroom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",136.73,551.29,Bedroom,main,Bedroom,R_1-L-BD-CU
351,PNT.S,Bedroom,Seal the surface area w/latex based stain blocker - one coat,136.73,103.36,Bedroom,main,Bedroom,R_1-L-BD-CU
352,PNT.P,Bedroom,Paint the surface area - one coat,136.73,113.2,Bedroom,main,Bedroom,R_1-L-BD-CU
353,FCT.AV++,Bedroom,Tile floor covering - Premium grade,19.34,402.67,Bedroom,main,Bedroom,R_1-L-BD-CU
354,FCW.FIN,Bedroom,Sand & finish wood floor (natural finish),38.68,166.17,Bedroom,main,Bedroom,R_1-L-BD-CU
355,FCW.AV+,Bedroom,Oak flooring - select grade - no finish,38.68,457.2,Bedroom,main,Bedroom,R_1-L-BD-CU
356,FCC.PAD+,Bedroom,Carpet pad - High grade,44.48,54.45,Bedroom,main,Bedroom,R_1-L-BD-CU
357,FCC.AV++,Bedroom,Carpet - Premium grade,44.48,492.67,Bedroom,main,Bedroom,R_1-L-BD-CU
358,ELE.OS,Nook,Outlet,5,79.63,Nook,main,Nook,R_1-L-BD-CU
359,LIT.AV,Nook,Light fixture,1,76.21,Nook,main,Nook,R_1-L-BD-CU
360,WPR.BORDR-,Nook,Wallpaper border - Standard grade,15.73,49.45,Nook,main,Nook,R_1-L-BD-CU
361,WPR.AV-,Nook,Wallpaper - Standard grade,141.6,367.04,Nook,main,Nook,R_1-L-BD-CU
362,PNT.S,Nook,Seal the surface area w/latex based stain blocker - one coat,141.6,107.05,Nook,main,Nook,R_1-L-BD-CU
363,PNT.SP,Nook,Seal/prime (1 coat) then paint (1 coat) the surface area,177,208.16,Nook,main,Nook,R_1-L-BD-CU
364,PNL.AV,Nook,Paneling,35.4,159.72,Nook,main,Nook,R_1-L-BD-CU
365,DRY.1/2+,Nook,"1/2"" drywall - hung, taped, heavy texture, ready for paint",354,1427.32,Nook,main,Nook,R_1-L-BD-CU
366,PNT.CWN>,Nook,"Paint crown moulding, oversized - one coat",39.33,49.08,Nook,main,Nook,R_1-L-BD-CU
367,FNC.CWN>+,Nook,"Crown moulding - 4 1/4"" stain grade",39.33,378.51,Nook,main,Nook,R_1-L-BD-CU
368,PNT.BS,Nook,Stain & finish baseboard,39.33,71.27,Nook,main,Nook,R_1-L-BD-CU
369,FNC.B3+,Nook,"Baseboard - 3 1/4"" stain grade",39.33,268.07,Nook,main,Nook,R_1-L-BD-CU
370,DRY.1/2+,Nook,"1/2"" drywall - hung, taped, heavy texture, ready for paint",136.73,551.29,Nook,main,Nook,R_1-L-BD-CU
371,PNT.S,Nook,Seal the surface area w/latex based stain blocker - one coat,136.73,103.36,Nook,main,Nook,R_1-L-BD-CU
372,PNT.P,Nook,Paint the surface area - one coat,136.73,113.2,Nook,main,Nook,R_1-L-BD-CU
373,FCT.AV++,Nook,Tile floor covering - Premium grade,19.34,402.67,Nook,main,Nook,R_1-L-BD-CU
374,FCW.FIN,Nook,Sand & finish wood floor (natural finish),38.68,166.17,Nook,main,Nook,R_1-L-BD-CU
375,FCW.AV+,Nook,Oak flooring - select grade - no finish,38.68,457.2,Nook,main,Nook,R_1-L-BD-CU
376,FCC.PAD+,Nook,Carpet pad - High grade,44.48,54.45,Nook,main,Nook,R_1-L-BD-CU
377,FCC.AV++,Nook,Carpet - Premium grade,44.48,492.67,Nook,main,Nook,R_1-L-BD-CU
378,ELE.OS,LivingRoom,Outlet,11,175.17,LivingRoom,main,Living Area,R_1-L-BD-CU
379,LIT.AV+,LivingRoom,Light fixture - High grade,1,118.58,LivingRoom,main,Living Area,R_1-L-BD-CU
380,WPR.BORDR-,LivingRoom,Wallpaper border - Standard grade,26.73,84.03,LivingRoom,main,Living Area,R_1-L-BD-CU
381,WPR.AV-,LivingRoom,Wallpaper - Standard grade,240.6,623.64,LivingRoom,main,Living Area,R_1-L-BD-CU
382,PNT.S,LivingRoom,Seal the surface area w/latex based stain blocker - one coat,240.6,181.9,LivingRoom,main,Living Area,R_1-L-BD-CU
383,PNT.SP,LivingRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,300.75,353.68,LivingRoom,main,Living Area,R_1-L-BD-CU
384,PNL.AV,LivingRoom,Paneling,60.15,271.4,LivingRoom,main,Living Area,R_1-L-BD-CU
385,DRY.1/2+,LivingRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",601.5,2425.24,LivingRoom,main,Living Area,R_1-L-BD-CU
386,FNC.1X6H,LivingRoom,"Trim board - 1"" x 6"" - installed (hardwood - oak or =)",19.67,193.08,LivingRoom,main,Living Area,R_1-L-BD-CU
387,FNC.1X12H,LivingRoom,"Trim board - 1"" x 12"" - installed (hardwood - oak or =)",39.33,719.74,LivingRoom,main,Living Area,R_1-L-BD-CU
388,PNT.CWN>,LivingRoom,"Paint crown moulding, oversized - one coat",66.83,83.4,LivingRoom,main,Living Area,R_1-L-BD-CU
389,FNC.CWN>+,LivingRoom,"Crown moulding - 4 1/4"" stain grade",66.83,643.18,LivingRoom,main,Living Area,R_1-L-BD-CU
390,PNT.BS,LivingRoom,Stain & finish baseboard,66.83,121.09,LivingRoom,main,Living Area,R_1-L-BD-CU
391,FNC.B3+,LivingRoom,"Baseboard - 3 1/4"" stain grade",66.83,455.51,LivingRoom,main,Living Area,R_1-L-BD-CU
392,DRY.1/2+,LivingRoom,"1/2"" drywall - hung, taped, heavy texture, ready for paint",382.37,1541.72,LivingRoom,main,Living Area,R_1-L-BD-CU
393,PNT.S,LivingRoom,Seal the surface area w/latex based stain blocker - one coat,382.37,289.07,LivingRoom,main,Living Area,R_1-L-BD-CU
394,PNT.P,LivingRoom,Paint the surface area - one coat,382.37,316.6,LivingRoom,main,Living Area,R_1-L-BD-CU
395,FCT.AV++,LivingRoom,Tile floor covering - Premium grade,54.08,1125.95,LivingRoom,main,Living Area,R_1-L-BD-CU
396,FCW.FIN,LivingRoom,Sand & finish wood floor (natural finish),108.17,464.71,LivingRoom,main,Living Area,R_1-L-BD-CU
397,FCW.AV+,LivingRoom,Oak flooring - select grade - no finish,108.17,1278.57,LivingRoom,main,Living Area,R_1-L-BD-CU
398,FCC.PAD+,LivingRoom,Carpet pad - High grade,124.39,152.26,LivingRoom,main,Living Area,R_1-L-BD-CU
399,FCC.AV++,LivingRoom,Carpet - Premium grade,124.39,1377.74,LivingRoom,main,Living Area,R_1-L-BD-CU
400,ELE.SMOKE+,Hallway,Smoke detector - High grade,1,104.51,Hallway,main,Hallway,R_1-L-BD-CU
401,ELE.OS,Hallway,Outlet,3,47.77,Hallway,main,Hallway,R_1-L-BD-CU
402,LIT.AV+,Hallway,Light fixture - High grade,1,118.58,Hallway,main,Hallway,R_1-L-BD-CU
403,WPR.BORDR-,Hallway,Wallpaper border - Standard grade,14.93,46.94,Hallway,main,Hallway,R_1-L-BD-CU
404,WPR.AV-,Hallway,Wallpaper - Standard grade,134.4,348.36,Hallway,main,Hallway,R_1-L-BD-CU
405,PNT.S,Hallway,Seal the surface area w/latex based stain blocker - one coat,134.4,101.61,Hallway,main,Hallway,R_1-L-BD-CU
406,PNT.SP,Hallway,Seal/prime (1 coat) then paint (1 coat) the surface area,168,197.56,Hallway,main,Hallway,R_1-L-BD-CU
407,PNL.AV,Hallway,Paneling,33.6,151.6,Hallway,main,Hallway,R_1-L-BD-CU
408,DRY.1/2+,Hallway,"1/2"" drywall - hung, taped, heavy texture, ready for paint",336,1354.76,Hallway,main,Hallway,R_1-L-BD-CU
409,PNT.CWN>,Hallway,"Paint crown moulding, oversized - one coat",37.33,46.58,Hallway,main,Hallway,R_1-L-BD-CU
410,FNC.CWN>+,Hallway,"Crown moulding - 4 1/4"" stain grade",37.33,359.27,Hallway,main,Hallway,R_1-L-BD-CU
411,PNT.BS,Hallway,Stain & finish baseboard,37.33,67.65,Hallway,main,Hallway,R_1-L-BD-CU
412,FNC.B3+,Hallway,"Baseboard - 3 1/4"" stain grade",37.33,254.43,Hallway,main,Hallway,R_1-L-BD-CU
413,DRY.1/2+,Hallway,"1/2"" drywall - hung, taped, heavy texture, ready for paint",57.77,232.93,Hallway,main,Hallway,R_1-L-BD-CU
414,PNT.S,Hallway,Seal the surface area w/latex based stain blocker - one coat,57.77,43.68,Hallway,main,Hallway,R_1-L-BD-CU
415,PNT.P,Hallway,Paint the surface area - one coat,57.77,47.84,Hallway,main,Hallway,R_1-L-BD-CU
416,FCT.AV++,Hallway,Tile floor covering - Premium grade,11.55,240.47,Hallway,main,Hallway,R_1-L-BD-CU
417,FCW.FIN,Hallway,Sand & finish wood floor (natural finish),23.11,99.27,Hallway,main,Hallway,R_1-L-BD-CU
418,FCW.AV+,Hallway,Oak flooring - select grade - no finish,23.11,273.15,Hallway,main,Hallway,R_1-L-BD-CU
419,FCC.PAD+,Hallway,Carpet pad - High grade,26.57,32.52,Hallway,main,Hallway,R_1-L-BD-CU
420,FCC.AV++,Hallway,Carpet - Premium grade,26.57,294.28,Hallway,main,Hallway,R_1-L-BD-CU
421,ELE.OS,DiningRoom,Outlet,5,79.63,DiningRoom,main,Dining Room,R_1-L-BD-CU
422,LIT.AV+,DiningRoom,Light fixture - High grade,1,118.58,DiningRoom,main,Dining Room,R_1-L-BD-CU
423,WPR.BORDR-,DiningRoom,Wallpaper border - Standard grade,23.6,74.19,DiningRoom,main,Dining Room,R_1-L-BD-CU
424,WPR.AV-,DiningRoom,Wallpaper - Standard grade,212.4,550.54,DiningRoom,main,Dining Room,R_1-L-BD-CU
425,PNT.S,DiningRoom,Seal the surface area w/latex based stain blocker - one coat,212.4,160.57,DiningRoom,main,Dining Room,R_1-L-BD-CU
